City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Meulaboh,ID,4.1363,96.1285,74.07,94,100,4.27,overcast clouds
345,Iralaya,HN,15.0,-83.2333,83.08,76,88,11.14,light rain
346,Hofn,IS,64.2539,-15.2082,45.81,91,100,17.81,overcast clouds
347,Chai Badan,TH,15.2,101.1333,76.69,76,85,1.86,overcast clouds
348,Puerto El Triunfo,SV,13.2833,-88.55,92.32,69,10,8.46,clear sky
349,Nago,JP,26.5881,127.9761,72.03,82,64,13.42,broken clouds
350,Cairns,AU,-16.9167,145.7667,73.35,88,49,2.3,scattered clouds
351,Kingisepp,RU,59.3733,28.6134,42.6,69,100,6.06,overcast clouds
352,Brigantine,US,39.4101,-74.3646,54.14,54,20,19.57,few clouds
353,Koygorodok,RU,60.445,50.9968,27.39,93,100,12.33,light snow
354,Miyako,JP,39.6367,141.9525,46.76,65,30,14.63,scattered clouds
355,Pathein,MM,16.7833,94.7333,73.18,84,100,5.95,overcast clouds
356,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,12.79,67,0,8.95,clear sky
357,Noumea,NC,-22.2763,166.4572,77.0,99,80,6.87,broken clouds
358,Hulyaypole,UA,47.6653,36.2578,44.92,86,55,9.13,broken clouds
359,Magadan,RU,59.5667,150.8,5.86,95,96,5.86,overcast clouds
360,High Prairie,CA,55.4334,-116.4858,29.98,77,100,8.37,overcast clouds
361,Dryden,CA,49.7833,-92.7503,21.49,63,100,3.44,overcast clouds
362,Lalmohan,BD,22.3384,90.7419,71.37,63,4,9.51,clear sky
363,Vestmanna,FO,62.1564,-7.1664,47.32,100,97,17.27,overcast clouds
364,Olenino,RU,56.2092,33.4889,39.33,67,100,14.0,overcast clouds
365,Akyab,MM,20.15,92.9,72.59,76,1,7.83,clear sky
366,Bilibino,RU,68.0546,166.4372,-17.68,99,100,3.91,overcast clouds
367,Amahai,ID,-3.3333,128.9167,79.14,84,100,2.3,overcast clouds
368,Jambi,ID,-1.6,103.6167,74.52,98,100,2.42,overcast clouds
369,Mandera,KE,3.9366,41.867,86.05,48,57,11.5,broken clouds
370,Troitskoye,RU,52.9821,84.6757,36.46,71,100,19.01,overcast clouds
371,Husavik,IS,66.0449,-17.3389,41.65,96,100,8.52,overcast clouds
372,Nizhniy Kuranakh,RU,58.8353,125.4869,19.2,77,100,9.84,overcast clouds
373,Brae,GB,60.3964,-1.353,53.22,91,57,17.63,broken clouds
374,Belmonte,BR,-15.8631,-38.8828,80.56,72,100,9.86,overcast clouds
375,Yuncheng,CN,35.0231,110.9928,46.67,54,100,0.96,overcast clouds
376,Olinda,BR,-8.0089,-34.8553,82.13,65,75,8.05,broken clouds
377,Pitimbu,BR,-7.4706,-34.8086,81.19,72,18,10.4,few clouds
378,Gazanjyk,TM,39.2446,55.5154,53.13,78,33,11.12,scattered clouds
379,Plettenberg Bay,ZA,-34.0527,23.3716,58.51,83,0,4.36,clear sky
380,Koundara,GN,12.4833,-13.3,81.43,31,65,5.14,broken clouds
381,Pedini,GR,39.5997,20.8433,53.96,72,22,2.3,few clouds
382,Chippewa Falls,US,44.9369,-91.3929,29.17,59,100,5.75,overcast clouds
383,Lerwick,GB,60.1545,-1.1494,51.8,92,34,20.65,scattered clouds
384,Arnedo,ES,42.2167,-2.1,47.7,59,88,7.81,overcast clouds
385,Huinan,CN,42.6225,126.2614,27.27,61,2,1.97,clear sky
386,Canar,EC,-2.55,-78.9333,69.84,85,100,6.85,light rain
387,Pacific Grove,US,36.6177,-121.9166,61.39,56,0,8.99,clear sky
388,Asilah,MA,35.465,-6.0348,64.36,79,19,0.27,few clouds
389,Gerede,TR,40.8008,32.1969,37.08,74,19,2.3,few clouds
390,Gobabis,NA,-22.45,18.9667,72.45,17,0,12.55,clear sky
391,Puerto Madero,MX,14.7208,-92.4215,82.6,94,40,0.0,scattered clouds
392,Impfondo,CG,1.6381,18.0667,71.29,94,100,3.0,overcast clouds
393,Sungaipenuh,ID,-2.0833,101.3833,64.4,98,100,1.7,overcast clouds
394,Anloga,GH,5.7947,0.8973,81.61,75,12,6.26,few clouds
395,Sao Filipe,CV,14.8961,-24.4956,77.61,74,85,8.55,overcast clouds
396,Raudeberg,NO,61.9875,5.1352,53.87,54,15,10.22,few clouds
397,Komaki,JP,35.2833,136.9167,60.62,69,92,11.07,overcast clouds
398,Hermagor,AT,46.6272,13.3672,41.58,93,81,2.35,broken clouds
399,Blackwater,AU,-23.5833,148.8833,69.04,84,97,9.1,overcast clouds
400,Gubkinskiy,RU,64.434,76.5026,-10.91,86,41,11.65,scattered clouds
401,Panaba,MX,21.2833,-88.2667,87.75,45,0,11.97,clear sky
402,Gunnedah,AU,-30.9833,150.25,66.54,94,100,17.6,overcast clouds
403,Mount Isa,AU,-20.7333,139.5,73.17,100,100,3.44,light rain
404,Alofi,NU,-19.0595,-169.9187,78.69,73,84,10.36,broken clouds
405,Ribeira Grande,PT,38.5167,-28.7,64.8,72,40,13.8,scattered clouds
406,Hamilton,US,39.1834,-84.5333,38.44,71,100,6.91,overcast clouds
407,Lamar,US,33.6668,-95.5836,50.99,48,0,5.75,clear sky
408,Ilo,PE,-17.6394,-71.3375,67.96,71,0,8.3,clear sky
409,Puerto Narino,CO,-3.7703,-70.3831,87.93,63,100,1.5,overcast clouds
410,Aasiaat,GL,68.7098,-52.8699,17.56,99,100,3.47,overcast clouds
411,Mudon,MM,16.2578,97.7164,75.63,78,97,3.36,overcast clouds
412,Olavarria,AR,-36.8927,-60.3225,76.32,48,100,9.66,light rain
413,Albury,AU,-36.0833,146.9167,56.32,100,23,8.99,few clouds
414,Sindor,RU,62.8629,51.8905,19.44,93,100,11.74,light snow
415,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,78.37,64,13,5.93,moderate rain
416,Necochea,AR,-38.5473,-58.7368,68.7,75,99,11.01,overcast clouds
417,Malinovoye Ozero,RU,51.6753,79.7825,30.99,74,100,14.67,overcast clouds
418,Ritchie,ZA,-29.038,24.6028,58.21,22,0,10.11,clear sky
419,Santa Fe,AR,-31.6333,-60.7,69.94,80,100,1.99,light rain
420,Cervo,ES,43.6702,-7.4101,58.96,84,100,8.52,overcast clouds
421,Shelburne,CA,44.0787,-80.2041,30.9,81,99,13.8,light snow
422,Kalabagh,PK,32.965,71.557,59.65,69,100,12.37,light rain
423,Palauig,PH,15.435,119.9045,80.2,78,69,4.43,broken clouds
424,Hagenow,DE,53.4333,11.1833,48.38,90,71,9.31,broken clouds
425,Torbat-E Jam,IR,35.244,60.6225,41.68,70,0,1.1,clear sky
426,Gravdal,NO,68.1214,13.5031,44.56,85,50,8.75,scattered clouds
427,Korla,CN,41.7597,86.1469,34.93,52,0,2.26,clear sky
428,Qandala,SO,11.472,49.8728,78.19,67,2,5.93,clear sky
429,Saint Anthony,US,45.0205,-93.218,29.66,56,100,5.75,overcast clouds
430,Kommunar,RU,59.6206,30.39,40.55,73,100,7.18,overcast clouds
431,Borda Da Mata,BR,-22.2742,-46.1653,82.65,45,74,4.5,broken clouds
432,Mnogovershinnyy,RU,53.9353,139.9242,7.16,92,30,3.09,scattered clouds
433,Touros,BR,-5.1989,-35.4608,81.68,70,26,13.89,scattered clouds
434,Porangatu,BR,-13.4408,-49.1486,88.25,48,74,2.35,broken clouds
435,Igarka,RU,67.4667,86.5833,-17.99,89,19,6.15,few clouds
436,Tazovskiy,RU,67.4667,78.7,-17.0,91,100,7.23,overcast clouds
437,Erenhot,CN,43.6475,111.9767,25.02,60,0,8.68,clear sky
438,Nyrob,RU,60.733,56.7202,22.1,78,95,8.14,overcast clouds
439,Burnie,AU,-41.0667,145.9167,57.94,96,100,3.65,overcast clouds
440,La Paz,BO,-16.5,-68.15,67.98,19,75,10.36,broken clouds
441,Bangkal,PH,6.0667,121.0667,78.69,87,99,2.01,overcast clouds
442,Andenes,NO,69.3143,16.1194,44.58,87,75,16.11,broken clouds
443,Pemangkat,ID,1.1667,108.9667,78.76,85,100,0.63,overcast clouds
444,Dunedin,NZ,-45.8742,170.5036,50.81,75,100,3.0,overcast clouds
445,Visegrad,BA,43.7847,19.2992,47.8,85,64,2.15,broken clouds
446,Mastic Beach,US,40.7668,-72.8521,54.1,72,100,11.99,overcast clouds
447,Sechura,PE,-5.5569,-80.8222,73.87,57,53,16.53,broken clouds
448,Wapi Pathum,TH,15.8452,103.3768,79.32,75,97,9.42,overcast clouds
449,Tonj,SS,7.2737,28.6822,79.02,30,100,3.24,overcast clouds
450,Vagur,FO,61.4732,-6.8119,49.3,93,100,17.4,overcast clouds
451,Nova Olimpia,BR,-14.7972,-57.2881,87.8,49,94,4.29,overcast clouds
452,Ust-Tsilma,RU,65.441,52.1498,15.37,94,100,6.64,overcast clouds
453,Henties Bay,NA,-22.116,14.2845,59.68,89,0,8.66,clear sky
454,Grande-Synthe,FR,51.0154,2.2998,54.21,46,6,7.2,clear sky
455,Murray Bridge,AU,-35.1167,139.2667,58.12,87,100,26.6,overcast clouds
456,Caldas Novas,BR,-17.7417,-48.625,90.79,31,98,9.01,overcast clouds
457,Ondangwa,NA,-17.9167,15.95,68.0,28,2,0.0,clear sky
458,Edd,ER,13.9297,41.6925,82.85,63,0,18.63,clear sky
459,Shima,CN,24.4478,117.8111,71.62,82,57,3.51,broken clouds
460,Saquena,PE,-4.6667,-73.5167,89.19,59,100,2.28,overcast clouds
461,Kalmunai,LK,7.4167,81.8167,76.51,87,100,3.13,overcast clouds
462,Deputatskiy,RU,69.3,139.9,-24.07,100,100,3.51,overcast clouds
463,Balkanabat,TM,39.5108,54.3671,53.82,86,66,4.74,broken clouds
464,Yeppoon,AU,-23.1333,150.7333,69.58,81,19,8.9,few clouds
465,Phan Thiet,VN,10.9333,108.1,75.9,87,76,6.64,broken clouds
466,Toyooka,JP,35.5333,134.8333,52.93,81,100,9.51,overcast clouds
467,Nabire,ID,-3.3667,135.4833,75.88,93,100,3.89,moderate rain
468,Bondo,CD,3.8146,23.6866,73.24,73,81,1.32,broken clouds
469,Tyup,KG,42.7276,78.3648,28.27,65,7,1.45,clear sky
470,Half Moon Bay,US,37.4636,-122.4286,60.91,47,0,10.36,clear sky
471,Nishihara,JP,26.1842,127.7558,72.68,73,75,18.41,broken clouds
472,Zelenogradsk,RU,54.9589,20.4767,50.05,90,100,6.71,fog
473,Sars,RU,56.5502,57.1366,30.2,95,100,14.81,snow
474,Aklavik,CA,68.2191,-135.0107,12.2,85,75,2.3,broken clouds
475,Banjar,ID,-8.19,114.9675,78.28,90,100,2.66,overcast clouds
476,Bubaque,GW,11.2833,-15.8333,83.23,61,7,9.44,clear sky
477,Trinidad,BO,-14.8333,-64.9,93.18,52,75,17.27,broken clouds
478,Lagoa,PT,39.05,-27.9833,62.42,70,100,21.41,overcast clouds
479,Necocli,CO,8.4234,-76.786,82.54,73,78,6.4,broken clouds
480,Mago,RU,53.2514,140.1822,1.27,97,11,1.77,few clouds
481,Atar,MR,20.5169,-13.0499,82.9,9,0,8.99,clear sky
482,Port Blair,IN,11.6667,92.75,78.78,83,53,8.37,broken clouds
483,Neder Holluf,DK,55.3645,10.4482,49.78,94,97,10.58,overcast clouds
484,Sakakah,SA,29.9697,40.2064,69.37,74,81,10.25,heavy intensity rain
485,Hualmay,PE,-11.0964,-77.6139,68.5,71,65,10.31,broken clouds
486,Las Guacamayas,MX,18.0167,-102.2167,85.26,66,10,7.36,clear sky
487,Phonhong,LA,18.5007,102.4166,73.17,82,23,1.95,few clouds
488,Novokizhinginsk,RU,51.6115,109.5917,9.19,95,15,3.74,few clouds
489,Ibotirama,BR,-12.1853,-43.2206,91.65,35,17,2.8,few clouds
490,Ribeira Brava,PT,32.65,-17.0667,72.72,86,92,3.06,overcast clouds
491,Mahebourg,MU,-20.4081,57.7,71.26,78,20,3.44,few clouds
492,Pauini,BR,-7.7136,-66.9764,95.04,39,59,3.44,broken clouds
493,Begoro,GH,6.3871,-0.3774,72.79,89,100,3.8,overcast clouds
494,Anito,PH,12.4497,125.2886,79.27,89,96,9.8,overcast clouds
495,Qui Nhon,VN,13.7667,109.2333,74.91,91,100,7.4,overcast clouds
496,Tateyama,JP,34.9833,139.8667,64.33,55,40,17.27,scattered clouds
497,Kushiro,JP,42.975,144.3747,39.99,70,24,25.37,few clouds
498,Urumqi,CN,43.801,87.6005,29.35,86,6,4.47,clear sky
499,Formosa Do Rio Preto,BR,-11.0483,-45.1931,86.85,49,90,3.33,overcast clouds
500,Weihe,CN,32.9952,105.3247,38.8,74,13,4.23,few clouds
501,Kushima,JP,31.4583,131.2333,58.15,87,6,6.42,clear sky
502,Clarence Town,AU,-32.5833,151.7833,69.98,97,95,3.11,moderate rain
503,Boa Vista,BR,2.8197,-60.6733,91.38,49,40,8.05,scattered clouds
504,Nelson Bay,AU,-32.7167,152.15,70.11,96,59,11.99,light rain
505,Virginia Beach,US,36.8529,-75.978,57.24,52,20,20.71,few clouds
506,Karachi,PK,24.9056,67.0822,76.82,83,40,5.75,smoke
507,Lamu,KE,-2.2717,40.902,79.02,83,21,9.35,few clouds
508,Kasongo-Lunda,CD,-6.4667,16.8167,73.17,85,100,1.41,overcast clouds
509,Taphan Hin,TH,16.2209,100.4198,74.89,87,54,4.41,broken clouds
510,Yakeshi,CN,49.2833,120.7333,3.13,99,59,1.9,broken clouds
511,Cheney,US,47.4874,-117.5758,31.24,89,100,6.91,mist
512,Rio De Janeiro,BR,-22.9028,-43.2075,85.95,72,20,14.97,few clouds
513,Saint-Augustin,CA,51.226,-58.6502,30.11,50,93,4.54,overcast clouds
514,Vilyuysk,RU,63.7553,121.6247,-22.45,99,100,5.86,overcast clouds
515,Mikkeli,FI,61.6886,27.2723,37.51,81,100,2.3,overcast clouds
516,Muros,ES,42.7762,-9.0603,59.68,92,100,9.64,overcast clouds
517,Coburg,DE,50.2667,10.9667,46.78,70,0,1.01,clear sky
518,Along,IN,28.1667,94.7667,55.71,76,5,1.95,clear sky
519,Caucaia,BR,-3.7361,-38.6531,88.3,74,20,14.97,few clouds
520,Lapithos,CY,35.3375,33.1792,59.29,49,0,4.94,clear sky
521,Veraval,IN,20.9,70.3667,77.81,60,5,6.64,clear sky
522,Sandwick,GB,60.0,-1.25,51.62,100,100,12.66,mist
523,Itarema,BR,-2.9248,-39.9167,83.16,70,4,18.61,clear sky
524,Finnsnes,NO,69.2296,17.9811,34.41,99,100,5.3,light snow
525,San Juan De Los Morros,VE,9.9115,-67.3538,80.15,78,96,0.31,overcast clouds
526,Soe,ID,-9.8607,124.284,68.11,91,100,2.98,overcast clouds
527,Eureka,US,40.8021,-124.1637,53.2,89,0,3.0,clear sky
528,Baykit,RU,61.67,96.37,2.62,95,100,8.16,light snow
529,Caracollo,PE,-14.9165,-70.6603,67.77,4,68,3.51,broken clouds
530,Sorong,ID,-0.8833,131.25,80.13,82,100,5.08,overcast clouds
531,Broken Hill,AU,-31.95,141.4333,56.21,66,84,21.27,broken clouds
532,Yar-Sale,RU,66.8333,70.8333,-0.6,90,100,8.41,overcast clouds
533,Marsh Harbour,BS,26.5412,-77.0636,79.29,70,52,6.78,broken clouds
534,Scarborough,GB,54.2797,-0.4044,53.17,93,100,5.01,overcast clouds
535,Sassandra,CI,4.95,-6.0833,78.58,83,75,6.17,broken clouds
536,Suluq,LY,31.6682,20.2521,65.32,51,0,4.43,clear sky
537,Dickinson,US,29.4608,-95.0513,60.08,51,0,12.66,clear sky
538,Waingapu,ID,-9.6567,120.2641,80.49,84,100,2.46,overcast clouds
539,Jakar,BT,27.5492,90.7525,37.29,91,7,3.96,clear sky
540,Itoman,JP,26.1247,127.6694,73.42,73,75,18.41,broken clouds
541,Litovko,RU,49.2361,135.1742,17.2,92,11,3.18,few clouds
542,Coahuayana,MX,18.7333,-103.6833,86.5,57,9,5.5,clear sky
543,Oktyabrskoye,RU,43.0645,44.7417,39.34,81,3,8.95,heavy snow
544,Pak Phanang,TH,8.3511,100.202,79.21,83,100,1.57,moderate rain
545,Alindao,CF,5.0267,21.2088,73.96,60,93,1.25,overcast clouds
546,Catuday,PH,16.2923,119.8062,79.03,79,18,10.38,few clouds
547,Samarai,PG,-10.6167,150.6667,81.01,80,100,7.99,overcast clouds
548,Srandakan,ID,-7.9386,110.2506,76.35,91,100,2.89,overcast clouds
549,Codrington,AU,-38.2667,141.9667,51.22,96,93,11.97,light rain
550,Marawi,PH,7.9986,124.2928,68.05,94,71,1.3,broken clouds
551,Hervey Bay,AU,-25.2986,152.8535,72.21,75,75,14.56,broken clouds
552,Ilulissat,GL,69.2167,-51.1,28.42,64,100,0.0,overcast clouds
553,Sept-Iles,CA,50.2001,-66.3821,28.06,91,100,8.05,overcast clouds
554,Nhulunbuy,AU,-12.2333,136.7667,77.61,94,6,4.61,clear sky
555,Florianopolis,BR,-27.6146,-48.5012,78.55,73,40,13.8,scattered clouds
556,Neiafu,TO,-18.65,-173.9833,78.28,82,100,17.6,light rain
557,Namibe,AO,-15.1961,12.1522,68.36,71,7,8.21,clear sky
558,Dali,CN,25.7,100.1833,48.42,84,5,3.38,clear sky
559,Xichang,CN,27.8964,102.2634,49.14,87,7,1.57,clear sky
560,Egvekinot,RU,66.3167,-179.1667,-3.15,84,30,3.0,scattered clouds
561,Redlands,US,34.0556,-117.1825,61.97,46,20,10.36,few clouds
562,Nowogard,PL,53.6744,15.1163,50.97,87,100,10.36,overcast clouds
563,Atbasar,KZ,51.8,68.3333,32.63,97,100,24.14,snow
564,Bogorodskoye,RU,56.55,37.8833,36.37,70,100,16.49,overcast clouds
565,Ust-Omchug,RU,61.15,149.6333,-16.64,96,85,2.15,overcast clouds
566,Seymchan,RU,62.8833,152.4333,-34.46,100,56,1.25,broken clouds
567,Karaton,ID,-6.3424,106.1045,73.9,97,100,4.29,overcast clouds
568,Totskoye,RU,52.5248,52.7623,38.21,96,100,22.64,overcast clouds
569,Romny,UA,50.751,33.4747,43.0,75,100,11.07,overcast clouds
570,Tonantins,BR,-2.8731,-67.8022,86.94,69,100,1.3,light rain
571,Barra Do Corda,BR,-5.5,-45.25,83.32,67,100,2.01,overcast clouds
572,Patitirion,GR,39.15,23.8667,56.37,68,62,11.05,broken clouds
573,Mogadishu,SO,2.0371,45.3438,79.14,80,20,9.71,few clouds
574,Zyryanka,RU,65.75,150.85,-27.83,96,30,7.11,scattered clouds
575,Tabou,CI,4.423,-7.3528,78.96,82,98,7.0,overcast clouds
576,Axim,GH,4.8699,-2.2405,78.8,82,100,6.15,overcast clouds
577,San Vicente,AR,-26.6167,-54.1333,68.32,75,100,3.04,overcast clouds
578,Yabrud,SY,33.9674,36.6574,53.47,56,64,2.3,broken clouds
579,Rodrigues Alves,BR,-7.738,-72.6509,93.4,50,100,3.4,overcast clouds
580,Haines Junction,CA,60.7522,-137.5108,33.75,60,100,4.61,overcast clouds
581,Altamira,BR,-3.2033,-52.2064,91.49,58,20,3.44,few clouds
582,Ofaqim,IL,31.3141,34.6203,69.96,64,0,0.49,clear sky
583,Lompoc,US,34.6391,-120.4579,64.85,49,0,10.36,clear sky
584,Naryan-Mar,RU,67.6713,53.087,20.08,86,98,17.63,overcast clouds
585,Ambilobe,MG,-13.2,49.05,73.63,84,0,3.49,clear sky
586,Fare,PF,-16.7,-151.0167,74.89,73,100,0.94,overcast clouds
587,Mandvi,IN,22.8333,69.3667,78.19,45,0,5.75,clear sky
588,Jumla,NP,29.2747,82.1838,43.43,43,75,3.83,broken clouds
589,Bedesa,ET,8.9,40.7833,61.02,54,5,3.62,clear sky
590,Khyriv,UA,49.5333,22.8524,39.63,93,21,3.09,few clouds
591,Dobrun,RU,53.1851,34.2462,42.87,65,73,13.42,broken clouds
592,Ban Nahin,LA,18.2418,104.2122,71.04,89,18,3.67,few clouds
593,Vila Franca Do Campo,PT,37.7167,-25.4333,63.19,77,100,7.02,overcast clouds
594,Ust-Ishim,RU,57.6935,71.1665,32.67,98,100,7.96,light snow
595,Omboue,GA,-1.5746,9.2618,76.33,89,94,8.21,overcast clouds
596,Hinjilikatu,IN,19.4833,84.75,66.13,77,2,2.84,clear sky
597,Tari,NG,12.4086,4.4914,81.0,21,3,10.0,clear sky
598,Takoradi,GH,4.8845,-1.7554,79.29,80,100,5.66,light rain
599,College,US,64.8569,-147.8028,23.32,85,75,6.91,broken clouds
600,Paamiut,GL,61.994,-49.6678,32.81,79,100,18.1,overcast clouds
601,Kodinsk,RU,58.6881,99.1844,27.66,97,100,3.27,snow
602,Athmallik,IN,20.7219,84.5348,63.9,69,2,0.78,clear sky
603,Ville-Marie,CA,47.3335,-79.433,27.0,52,100,10.89,overcast clouds
604,Praia Da Vitoria,PT,38.7333,-27.0667,61.75,82,75,9.91,broken clouds
605,Pimenta Bueno,BR,-11.6725,-61.1936,90.86,43,77,5.77,broken clouds
606,Olden,NO,61.8364,6.8064,48.94,81,100,8.5,overcast clouds
607,Sur,OM,22.5667,59.5289,78.98,50,1,8.77,clear sky
608,Kaduna,NG,10.5222,7.4383,74.73,27,39,7.74,scattered clouds
609,Chapais,CA,49.7834,-74.8492,22.78,83,100,5.73,overcast clouds
610,Atherton,GB,53.5237,-2.4935,52.9,83,0,3.0,clear sky
611,Ossora,RU,59.2353,163.0719,21.42,83,100,6.11,overcast clouds
612,Dubbo,AU,-32.25,148.6167,62.73,94,100,8.05,overcast clouds
613,Suarez,CO,2.954,-76.6964,74.1,82,87,4.25,overcast clouds
614,Tigre,AR,-34.426,-58.5796,77.14,75,100,2.3,light rain
615,Yuzhnyy,RU,53.2542,83.6936,34.18,75,75,20.13,broken clouds
616,Dwarka,IN,22.2394,68.9678,78.55,56,0,9.33,clear sky
617,Pasni,PK,25.2631,63.471,78.89,75,0,9.37,clear sky
618,Innisfail,AU,-17.5333,146.0333,72.95,83,42,3.96,scattered clouds
619,Peno,RU,56.9262,32.7426,39.2,73,100,10.4,overcast clouds
620,Guerrero Negro,MX,27.9769,-114.0611,67.77,51,4,16.31,clear sky
621,Cambrils,ES,41.0748,1.0524,65.05,83,75,0.0,broken clouds
622,Gulf Gate Estates,US,27.2517,-82.5147,81.25,65,20,11.01,few clouds
623,Nova Olinda Do Norte,BR,-3.8881,-59.0942,99.28,30,99,3.91,overcast clouds
624,Alice Springs,AU,-23.7,133.8833,60.35,41,0,5.75,clear sky
625,Turukhansk,RU,65.8167,87.9833,-6.12,73,50,13.96,scattered clouds
626,Alma,CA,48.5501,-71.6491,37.09,87,99,1.52,overcast clouds
627,Santa Cruz,BO,-17.8,-63.1667,91.45,55,40,27.63,scattered clouds
628,Buala,SB,-8.145,159.5921,80.17,76,67,3.76,broken clouds
629,Hay River,CA,60.8156,-115.7999,31.98,64,20,9.22,few clouds
630,Stornoway,GB,58.2093,-6.3865,56.93,83,99,12.66,overcast clouds
631,Aykhal,RU,66.0,111.5,-27.62,100,95,5.75,overcast clouds
632,Saint-Francois,FR,46.4154,3.9054,45.84,100,0,2.3,clear sky
633,Grenville,GD,12.1167,-61.6167,86.05,81,60,12.3,broken clouds
634,Oudtshoorn,ZA,-33.5907,22.2014,55.76,72,0,2.98,clear sky
635,Staryy Nadym,RU,65.6118,72.6842,-8.19,85,80,9.62,broken clouds
636,Adrar,MR,20.5022,-10.0711,77.59,12,7,8.77,clear sky
637,Kutum,SD,14.2,24.6667,67.98,24,0,10.96,clear sky
638,Mahibadhoo,MV,3.7833,72.9667,80.96,75,99,13.42,light rain
639,Puerto Escondido,MX,15.85,-97.0667,86.83,58,20,8.05,few clouds
640,Vanderhoof,CA,54.0166,-124.0198,30.97,83,88,1.54,overcast clouds
641,Honningsvag,NO,70.9821,25.9704,35.35,87,75,5.75,broken clouds
642,Laem Sing,TH,12.4816,102.0738,83.01,85,97,5.14,overcast clouds
643,Otane,NZ,-39.8833,176.6333,60.01,91,100,3.51,overcast clouds
644,Mulanje,MW,-16.0316,35.5,79.2,49,94,3.27,overcast clouds
645,Teya,RU,60.3778,92.6267,21.43,96,100,3.42,snow
646,Dalby,AU,-27.1833,151.2667,67.98,77,100,3.0,overcast clouds
647,Yerbogachen,RU,61.2767,108.0108,-11.94,87,100,7.2,overcast clouds
648,La Palma Del Condado,ES,37.3861,-6.5523,65.07,85,100,4.12,overcast clouds
649,Havelock,US,34.8791,-76.9013,62.55,73,100,16.11,overcast clouds
650,Bang Saphan,TH,11.2126,99.5117,75.54,90,98,3.56,overcast clouds
651,Stilfontein,ZA,-26.8449,26.7683,65.71,42,5,4.47,clear sky
652,Aripuana,BR,-9.1667,-60.6333,95.65,32,79,3.11,broken clouds
653,Bani Walid,LY,31.7566,13.9942,64.92,47,9,7.25,clear sky
654,Thunder Bay,CA,48.4001,-89.3168,28.38,68,100,6.91,overcast clouds
655,Maragogi,BR,-9.0122,-35.2225,79.41,77,20,8.19,few clouds
656,Torres,BR,-29.3353,-49.7269,77.83,95,100,10.58,light rain
657,Solotcha,RU,54.7917,39.8442,38.68,71,100,17.11,overcast clouds
658,Carutapera,BR,-1.195,-46.02,82.26,70,45,9.53,scattered clouds
659,Coos Bay,US,43.3665,-124.2179,51.24,71,0,0.0,clear sky
660,Narasannapeta,IN,18.4167,84.05,70.09,75,0,6.15,clear sky
661,Sinnamary,GF,5.3833,-52.95,79.74,83,100,11.86,moderate rain
662,Aanekoski,FI,62.6946,25.818,37.47,100,7,2.21,clear sky
663,Nikitinskiy,RU,54.5845,86.0115,33.26,90,100,18.57,light snow
664,Alyangula,AU,-13.8483,136.4192,82.69,76,13,6.06,few clouds
665,Monteiro,BR,-7.8894,-37.12,81.57,52,64,10.2,broken clouds
666,Frantiskovy Lazne,CZ,50.1203,12.3517,42.31,81,0,8.68,clear sky
667,Camacupa,AO,-12.0167,17.4833,69.21,49,99,3.6,overcast clouds
668,Tecoanapa,MX,16.5167,-98.75,84.7,67,7,7.14,clear sky
669,Adelaide,AU,-34.9333,138.6,58.48,90,75,31.07,light intensity shower rain
670,Progreso,MX,21.2833,-89.6667,90.1,64,1,10.29,clear sky
671,Hirara,JP,24.8,125.2833,76.55,79,100,21.09,overcast clouds
672,Honavar,IN,14.2833,74.45,77.23,79,100,5.66,overcast clouds
673,Sorland,NO,67.667,12.6934,46.26,84,100,16.13,overcast clouds
674,Amapa,BR,1.0,-52.0,80.96,79,100,2.71,overcast clouds
675,Wladyslawowo,PL,54.7909,18.4009,53.94,86,89,7.27,overcast clouds
676,Rafai,CF,4.95,23.9167,71.15,69,6,1.3,clear sky
677,Chara,RU,56.9064,118.2631,5.7,73,94,1.54,overcast clouds
678,Lagunas,PE,-5.2269,-75.6753,90.93,45,100,4.23,overcast clouds
679,Tucumcari,US,35.1717,-103.725,58.95,30,0,19.57,clear sky
680,Vrangel,RU,42.7297,133.0839,30.51,66,0,4.23,clear sky
681,Bull Savanna,JM,17.8868,-77.5902,79.7,73,52,2.89,light rain
682,Wonthaggi,AU,-38.6044,145.5913,56.82,92,100,21.92,moderate rain
683,Ferme-Neuve,CA,46.7001,-75.4493,32.65,49,100,8.3,overcast clouds
684,Aksarka,RU,66.5606,67.7975,-1.39,91,100,7.43,overcast clouds
685,Haapiti,PF,-17.5667,-149.8667,78.53,79,100,3.2,overcast clouds
686,Baiao,BR,-2.7906,-49.6717,84.54,67,98,2.42,overcast clouds
687,Safita,SY,34.8205,36.1153,64.15,46,0,12.64,clear sky
688,Santa Helena De Goias,BR,-17.8136,-50.5969,84.24,44,87,5.84,overcast clouds
689,Paraiso,CR,9.8383,-83.8656,74.26,89,81,3.71,broken clouds
690,Phek,IN,25.6667,94.5,43.5,99,18,1.39,few clouds
691,Benguela,AO,-12.5763,13.4055,74.17,66,7,4.68,clear sky
692,Kaka,TM,37.3482,59.6143,47.88,63,3,2.89,clear sky
693,Goure,NE,13.9835,10.2704,75.58,18,7,10.29,clear sky
